0	1	2	3	4	5	6	7	8	9	10	11	density
EIF3C	NAT10	RPS6KB1	NCBP1	C16orf3	LRRN2	LSM3	STK38	RFC3	PLA2G10	C15orf38-AP3S2	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	FANCA	PPP1R12B	RPL32	MAPK13	RFC3	ARL6IP1	GDPGP1	PAM16	8
EIF3C	NAT10	APPBP2	NCBP1	C16orf3	PPP1R12B	IRAK2	STK38	CSNK1A1L	TMC5	ZNF710	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	TCF25	LRRN2	NUP210	MAPK13	RFC3	ARL6IP1	ZNF710	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	SPIRE2	LRRN2	MKRN2-AS1	MAPK13	RFC3	ARL6IP1	ZNF774	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	MC1R	SLC45A3	NUP210	STK38	CCNA1	PARN	ZNF710	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	MC1R	LRRN2	FANCD2OS	STK38	RFC3	PARN	GDPGP1	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	TCF25	LRRN2	FGD5	KCNK5	RFC3	PARN	IDH2	TRAP1	8
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	NUP210	STK38	RFC3	ARL6IP1	BLM	TRAP1	8
EIF3C	NAT10	POLG2	NCBP1	TCF25	LRRN2	IRAK2	PPIL1	RFC3	PARN	ZNF710	PAM16	8
EIF3C	NAT10	RPS6KB1	NCBP1	C16orf3	LRRN2	IRAK2	MAPK13	RFC3	ARL6IP1	ZNF710	PAM16	8
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	IRAK2	STK38	RFC3	PARN	ZNF710	RP11-297M9.1	8
EIF3C	NAT10	RPS6KB1	NCBP1	C16orf3	LRRN2	IRAK2	STK38	COG6	ARL6IP1	SLCO3A1	PAM16	8
EIF3C	NAT10	GNA13	NCBP1	PRDM7	LRRN2	IRAK2	RNF8	RFC3	ARL6IP1	TTLL13	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	PRDM7	PPP1R12B	VHL	MAPK14	RFC3	TMC5	ZNF710	PAM16	8
EIF3C	NAT10	APPBP2	NCBP1	PRDM7	LAX1	NUP210	STK38	RFC3	TMC5	ZNF774	PAM16	8
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	NUP210	CDKN1A	RFC3	ARL6IP1	GDPGP1	PAM16	8
EIF3C	KCNA4	POLG2	NCBP1	MC1R	LRRN2	IRAK2	STK38	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	DBNDD1	LRRN2	RPL32	PIM1	SUGT1P3	ARL6IP1	TTLL13	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	IRAK2	STK38	CCDC169-SOHLH2	PARN	ZNF710	PAM16	9
IL27	NAT10	POLG2	FANCC	PRDM7	ELK4	IRAK2	STK38	RFC3	PARN	SPATA8	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	TCF25	PRELP	RPL32	STK38	RFC3	PARN	TTLL13	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	DBNDD1	ELK4	IRAK2	PPIL1	RFC3	PARN	NR2F2	TRAP1	9
EIF3C	NAT10	USP32	ERCC6L2	AC133919.6	PPP1R12B	ATG7	MAPK13	RFC3	PARN	VPS33B	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	DBNDD1	TMEM81	IRAK2	MAPK13	RFC3	ARL6IP1	FANCI	CREBBP	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	IRAK2	PPIL1	RFC3	PARN	ARRDC4	TRAP1	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	NUP210	STK38	RFC3	PARN	SEMA4B	ATF7IP2	9
EIF3C	NAT10	RPS6KB1	NCBP1	MC1R	LRRN2	CCDC174	STK38	RFC3	PARN	AP3S2	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	PPP1R12B	IRAK2	STK38	KL	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	MC1R	LRRN2	NUP210	STK38	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	MC1R	LRRN2	IRAK2	STK38	SPG20	ITPRIPL2	BLM	PAM16	9
PLK1	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	NUP210	STK38	SOHLH2	PARN	ZNF710	TRAP1	9
EIF3C	NAT10	TANC2	NCBP1	DBNDD1	PPP1R12B	NUP210	PPIL1	RFC3	PARN	ANPEP	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	C16orf3	LRRN2	NUP210	STK38	RFC3	C16orf62	ZNF710	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	C16orf3	LRRN2	PPARG	MAPK13	RFC3	ABCC1	GDPGP1	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	LSM3	SRPK1	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	MC1R	LRRN2	MKRN2	PPIL1	RFC3	PARN	NR2F2	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	NUP210	STK38	RFC3	PARN	NR2F2	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	NUP210	BTBD9	RFC3	PARN	TTLL13	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	PRDM7	LRRN2	IRAK2	PPIL1	RFC3	PARN	NR2F2	NMRAL1	9
EIF3C	NAT10	RPS6KB1	NCBP1	SPIRE2	LRRN2	IRAK2	STK38	RFC3	PARN	GDPGP1	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	LRRN2	RPL32	STK38	KL	ARL6IP1	ZNF710	VASN	9
EIF3C	NAT10	RPS6KB1	NCBP1	MC1R	PPP1R12B	IRAK2	MAPK13	RFC3	PARN	ZNF710	TRAP1	9
EIF3C	NAT10	POLG2	NCBP1	C16orf3	PPP1R12B	FANCD2	STK38	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	PRDM7	OPTC	RPL32	STK38	RFC3	RP11-1035H13.3	ZNF710	TRAP1	9
EIF3C	NAT10	CA4	NCBP1	C16orf3	LRRN2	IRAK2	STK38	RFC3	ARL6IP1	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	MC1R	LRRN2	MKRN2-AS1	MAPK13	RFC3	PARN	GDPGP1	PAM16	9
EIF3C	NAT10	RPS6KB1	NCBP1	MC1R	KDM5B	IRAK2	MAPK13	RFC3	PARN	GDPGP1	PAM16	9
EIF3C	NAT10	TEX2	SEC61B	PRDM7	OPTC	IRAK2	PPIL1	RFC3	C16orf88	ZNF710	SRL	9
EIF3C	NAT10	RPS6KB1	NCBP1	TCF25	LRRN2	NUP210	DAAM2	RFC3	COQ7	ZNF710	PAM16	9
EIF3C	NAT10	POLG2	NCBP1	C16orf3	MDM4	LSM3	STK38	RFC3	PARN	RP11-82I10.1	PAM16	9
