0	1	2	3	4	5	6	7	8	9	10	11	density
CHP2	HIPK3	RP11-178C3.1	CDC14B	C16orf3	CDK18	IRAK2	MAPK14	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	CCDC47	CDC14B	RP11-356C4.2	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	DBNDD1	CDK18	IRAK2	ZFAND3	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	MC1R	CDK18	CCDC174	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CTB-134H23.2	HIPK3	CCDC47	CDC14B	FANCA	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	PPM1E	CDC14B	DBNDD1	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	C16orf3	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	SPIRE2	CDK18	FBLN2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
IL27	HIPK3	DCAF7	CDC14B	SPIRE2	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	CCDC47	CDC14B	SPIRE2	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	RP11-356C4.2	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	C16orf3	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	SPIRE2	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	C16orf3	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	SPIRE2	ATP2B4	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	TMEFF1	MC1R	CDK18	IRAK2	STK38	STOML3	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	MC1R	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	MC1R	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	CENPBD1	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	FANCF	DCAF7	CDC14B	RP11-356C4.2	CDK18	IRAK2	STK38	DCLK1	SMG1	RP11-697E2.6	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	MC1R	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	XPA	DBNDD1	CDK18	IRAK2	STK38	DCLK1	IQCK	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	TCF25	CDK18	IRAK2	STK38	DCLK1	SMG1	KIF7	ZNF500	21
NSMCE1	HIPK3	DCAF7	CDC14B	DEF8	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	DEF8	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	RP11-356C4.2	CDK18	IRAK2	LHFPL5	DCLK1	SMG1	ZNF710	ZNF500	21
CHP2	HIPK3	DCAF7	CDC14B	RP11-356C4.2	CDK18	IRAK2	STK38	DCLK1	SMG1	ZNF710	ZNF500	21
